vsh,fun,FE0FDCDB,vsh_FE0FDCDB,
vsh,fun,8A06C72F,vsh_8A06C72F,
vsh,fun,EC393D3F,vsh_EC393D3F,
vsh,fun,1D1B8F4F,vshRegSysconfGetWMAActivation,matching
vsh,fun,2B8D9350,vshRegSysconfSetWMAActivation,matching
vsh,fun,01995126,vshRegSysconfSetFlashActivation,matching
vsh,fun,78F451BB,vshRegSysconfSetFlashPlay,matching
vsh,fun,9D9DFC1B,vshRegSysconfGetFlashActivation,matching
vsh,fun,06421E9F,vsh_06421E9F,
vsh,fun,A86C387A,vsh_A86C387A,
vsh,fun,D4854F34,vsh_D4854F34,
vsh,fun,0D7406A5,vsh_0D7406A5,
vsh,fun,5804498A,vsh_5804498A,
vsh,fun,D8D84529,vsh_D8D84529,
vsh,fun,75CD82E2,vsh_75CD82E2,
vsh,fun,A440D5AD,vsh_A440D5AD,
vsh,fun,FF54ECB8,vsh_FF54ECB8,
vsh,fun,087B3BF6,vsh_087B3BF6,
vsh,fun,5D6F4A0B,vsh_5D6F4A0B,
vsh,fun,C335AEE1,vsh_C335AEE1,
vsh,fun,EBB45484,vsh_EBB45484,
vsh,fun,0C5B2BE7,vsh_0C5B2BE7,
vsh,fun,5F14354A,vsh_5F14354A,
vsh,fun,9021C976,vsh_9021C976,
vsh,fun,BC0B92B0,vsh_BC0B92B0,
vsh,fun,DBC3F7AD,vsh_DBC3F7AD,
vsh,fun,F63A468F,vsh_F63A468F,
vsh,var,2F25CF15,vsh_2F25CF15,
